  -2.000000e-03  -3.677500e-01
  -3.998000e-03  -7.351300e-01
  -5.996000e-03  -1.102500e+00
  -7.994000e-03  -1.469900e+00
  -9.992000e-03  -1.837300e+00
  -1.199000e-02  -2.204700e+00
  -1.398800e-02  -2.572000e+00
  -1.598600e-02  -2.939400e+00
  -1.798400e-02  -3.306800e+00
  -1.998200e-02  -3.674200e+00
  -2.198000e-02  -4.041600e+00
  -2.397800e-02  -4.409000e+00
  -2.597600e-02  -4.776300e+00
  -2.797400e-02  -5.143700e+00
  -2.997200e-02  -5.511100e+00
  -3.197000e-02  -5.878500e+00
  -3.396800e-02  -6.245900e+00
  -3.596600e-02  -6.613200e+00
  -3.796400e-02  -6.980600e+00
  -3.996200e-02  -7.348000e+00
  -4.196000e-02  -7.715400e+00
  -4.395800e-02  -8.082800e+00
  -4.595600e-02  -8.450200e+00
  -4.795400e-02  -8.817500e+00
  -4.995200e-02  -9.184900e+00
  -5.195000e-02  -9.552300e+00
  -5.394800e-02  -9.919700e+00
  -5.594600e-02  -1.028700e+01
  -5.794400e-02  -1.065400e+01
  -5.994200e-02  -1.102200e+01
  -6.194000e-02  -1.138900e+01
  -6.393800e-02  -1.175700e+01
  -6.593600e-02  -1.212400e+01
  -6.793400e-02  -1.249100e+01
  -6.993200e-02  -1.285900e+01
  -7.193000e-02  -1.322600e+01
  -7.392800e-02  -1.359400e+01
  -7.592600e-02  -1.396100e+01
  -7.792400e-02  -1.432800e+01
  -7.992200e-02  -1.469600e+01
  -8.192000e-02  -1.506300e+01
  -8.391800e-02  -1.543000e+01
  -8.591600e-02  -1.579800e+01
  -8.791400e-02  -1.616500e+01
  -8.991200e-02  -1.653300e+01
  -9.191000e-02  -1.690000e+01
  -9.390800e-02  -1.726700e+01
  -9.590600e-02  -1.763500e+01
  -9.790400e-02  -1.800200e+01
  -9.990200e-02  -1.836900e+01
  -1.019000e-01  -1.873700e+01
  -1.038980e-01  -1.910400e+01
  -1.058960e-01  -1.947200e+01
  -1.078940e-01  -1.983900e+01
  -1.098920e-01  -2.020600e+01
  -1.118900e-01  -2.057400e+01
  -1.138880e-01  -2.094100e+01
  -1.158860e-01  -2.130900e+01
  -1.178840e-01  -2.167600e+01
  -1.198820e-01  -2.204300e+01
  -1.218800e-01  -2.241100e+01
  -1.238780e-01  -2.277800e+01
  -1.258760e-01  -2.314500e+01
  -1.278740e-01  -2.351300e+01
  -1.298720e-01  -2.388000e+01
  -1.318700e-01  -2.424800e+01
  -1.338680e-01  -2.461500e+01
  -1.358660e-01  -2.498200e+01
  -1.378640e-01  -2.535000e+01
  -1.398620e-01  -2.571700e+01
  -1.418600e-01  -2.608500e+01
  -1.438580e-01  -2.645200e+01
  -1.458560e-01  -2.681900e+01
  -1.478540e-01  -2.718700e+01
  -1.498520e-01  -2.755400e+01
  -1.518500e-01  -2.792100e+01
  -1.538480e-01  -2.828900e+01
  -1.558460e-01  -2.865600e+01
  -1.578440e-01  -2.902400e+01
  -1.598420e-01  -2.939100e+01
  -1.618400e-01  -2.975800e+01
  -1.638380e-01  -3.012600e+01
  -1.658360e-01  -3.049300e+01
  -1.678340e-01  -3.086000e+01
  -1.698320e-01  -3.122800e+01
  -1.718300e-01  -3.159500e+01
  -1.738280e-01  -3.196300e+01
  -1.758260e-01  -3.233000e+01
  -1.778240e-01  -3.269700e+01
  -1.798220e-01  -3.306500e+01
  -1.818200e-01  -3.343200e+01
  -1.838180e-01  -3.380000e+01
  -1.858160e-01  -3.416700e+01
  -1.878140e-01  -3.453400e+01
  -1.898120e-01  -3.490200e+01
